HomeTeam,AwayTeam,FTR,HST,AST,HC,AC,HAS,HDS,AAS,ADS,Result
Dortmund,Ein Frankfurt,H,7.0,2.0,5.0,2.0,2.6346453191016233,0.6626398210290827,0.33131991051454135,1.8442517233711362,1
Sociedad,Vallecano,H,1.0,2.0,3.0,3.0,1.316596311930682,0.1657158836689038,0.4971476510067114,1.316596311930682,1
Real Madrid,Celta,H,5.0,2.0,8.0,3.0,2.369620253164557,0.9943528096169975,1.6572546826949957,1.0531645569620254,1
Mainz,Bayern Munich,H,4.0,2.0,2.0,7.0,1.1846836847946727,1.1604696673189823,0.8289069052278445,0.9214206437291897,1
Juventus,Napoli,A,4.0,6.0,3.0,6.0,1.8422360248447203,0.9947456679709333,2.3210732252655113,0.2631765749778172,-1
Elche,Valencia,A,1.0,3.0,11.0,6.0,0.5265306122448979,2.155406538139145,0.3316010058675608,1.4479591836734695,-1
M'gladbach,Union Berlin,A,4.0,4.0,2.0,2.0,1.0534161490683231,0.6630550125663224,0.6630550125663224,1.1850931677018635,-1
Leverkusen,RB Leipzig,H,6.0,8.0,0.0,9.0,1.8440993788819873,0.8288665549972083,0.49731993299832494,0.526885536823425,1
Freiburg,Schalke 04,H,12.0,4.0,6.0,5.0,0.526829268292683,0.8291457286432161,0.6633165829145728,0.7902439024390243,1
Bournemouth,West Ham,A,5.0,10.0,8.0,5.0,0.6581745680106336,0.9953098827470687,0.3317699609156896,1.3163491360212671,-1
Newcastle,Tottenham,H,8.0,3.0,9.0,3.0,1.053433761630483,0.6630228667038484,1.3260457334076967,1.1851129818342934,1
Lorient,Toulouse,A,1.0,4.0,2.0,7.0,0.5261946902654867,0.16576526345135212,1.326122107610817,1.0523893805309734,-1
Newcastle,Tottenham,H,8.0,3.0,9.0,3.0,1.842300884955752,0.49732441471571903,1.4919732441471572,1.842300884955752,1
Empoli,Inter,A,3.0,4.0,5.0,4.0,0.2629253203711887,0.6631373641682919,0.6631373641682919,0.9202386212991603,-1
Monza,Fiorentina,H,5.0,5.0,5.0,3.0,0.526027397260274,1.1599109131403116,1.491314031180401,0.0,1
Udinese,Cremonese,H,9.0,2.0,3.0,8.0,1.5775667917862661,1.325319977740679,1.6566499721758488,1.1831750938396997,1
Elche,Valencia,A,1.0,3.0,11.0,6.0,0.26284201235657545,1.9886477462437395,0.6628825820812465,1.3142100617828774,-1
Barcelona,Ath Madrid,H,4.0,3.0,3.0,3.0,0.6573256840247131,0.3313681868743048,1.1597886540600668,0.3943954104148279,1
Mallorca,Getafe,H,4.0,1.0,2.0,2.0,0.2629605118023384,0.49721913236929915,0.3314794215795328,0.7888815354070152,1
Sevilla,Villarreal,H,4.0,5.0,5.0,3.0,1.314373897707231,1.491743119266055,2.3204892966360853,0.5257495590828924,1
Milan,Lecce,H,5.0,4.0,4.0,2.0,0.5256941383869547,0.33151750972762645,0.0,0.7885412075804319,1
Reims,Strasbourg,A,5.0,3.0,6.0,4.0,0.6570484581497797,0.9948860478043358,1.6581434130072263,1.8397356828193832,-1
Ajaccio,Brest,D,2.0,2.0,4.0,4.0,0.0,1.8235555555555558,1.1604444444444444,0.7887224669603524,0
Lorient,Toulouse,A,1.0,4.0,2.0,7.0,0.5259911894273128,0.16583333333333336,1.1608333333333334,1.0519823788546256,-1
Nantes,Troyes,D,9.0,4.0,13.0,4.0,0.7892511013215858,1.9901138572618715,0.3316856428769786,1.315418502202643,0
Nice,Clermont,A,5.0,3.0,6.0,2.0,0.39458388375165127,1.1606439078545656,1.1606439078545656,0.5261118450022018,-1
Montpellier,Rennes,H,2.0,4.0,4.0,4.0,1.4469733656174335,0.994618585298197,0.994618585298197,0.7892581994276909,1
Lyon,Marseille,A,2.0,7.0,5.0,3.0,1.0524647887323946,0.6633009708737865,0.829126213592233,0.26311619718309864,-1
Reims,Strasbourg,A,5.0,3.0,6.0,4.0,0.5262926292629263,1.3263099528694204,1.6578874410867757,1.5788778877887788,-1
Freiburg,Schalke 04,H,12.0,4.0,6.0,5.0,0.7897029702970297,0.6630091438071488,0.3315045719035744,1.3161716171617162,1
Leverkusen,RB Leipzig,H,6.0,8.0,0.0,9.0,1.5785447351066166,0.6632308118592408,0.3316154059296204,0.5261815783688722,1
M'gladbach,Union Berlin,A,4.0,4.0,2.0,2.0,1.0522522522522522,0.829315599889166,0.829315599889166,0.7891891891891891,-1
Sevilla,Villarreal,H,4.0,5.0,5.0,3.0,1.3157547791694133,1.161108033240997,2.156343490304709,0.789452867501648,1
Ajaccio,Brest,D,2.0,2.0,4.0,4.0,0.0,1.658820271392966,0.9952921628357796,0.7893696463869975,0
Empoli,Inter,A,3.0,4.0,5.0,4.0,0.2632110696244235,0.8296870672943784,1.1615618942121295,0.7896332088732704,-1
Mallorca,Getafe,H,4.0,1.0,2.0,2.0,0.658247309466286,0.4975650249031544,0.1658550083010515,0.9215462332528003,1
Milan,Lecce,H,5.0,4.0,4.0,2.0,0.5264266900790167,0.3317289073305671,0.0,0.789640035118525,1
Barcelona,Ath Madrid,H,4.0,3.0,3.0,3.0,0.6579640193067134,0.3318395573997234,0.9955186721991701,0.39477841158402804,1
Bournemouth,West Ham,A,5.0,10.0,8.0,5.0,0.5264312349199386,1.6597510373443982,0.9958506224066389,1.0528624698398772,-1
Juventus,Napoli,A,4.0,6.0,3.0,6.0,1.3165167799956132,0.8292345951920419,2.1560099474993093,0.26330335599912263,-1
Lyon,Marseille,A,2.0,7.0,5.0,3.0,1.1852599254222418,0.9951381215469614,0.9951381215469614,0.3950866418074139,-1
Montpellier,Rennes,H,2.0,4.0,4.0,4.0,0.9219736842105262,0.9949199337382661,0.9949199337382661,0.9219736842105262,1
Nice,Clermont,A,5.0,3.0,6.0,2.0,0.3951764963823723,1.3270016565433462,1.3270016565433462,0.6586274939706205,-1
Nantes,Troyes,D,9.0,4.0,13.0,4.0,0.7904427882507672,1.990066225165563,0.663355408388521,1.317404647084612,0
Monza,Fiorentina,H,5.0,5.0,5.0,3.0,0.6586327782646801,1.3264202978488695,1.3264202978488695,0.3951796669588081,1
Udinese,Cremonese,H,9.0,2.0,3.0,8.0,1.7118896430917452,0.9945975744211687,1.326130099228225,1.185154368294285,1
Atalanta,Roma,H,4.0,1.0,3.0,4.0,0.5265645514223195,0.9949283351708931,0.49746416758544654,0.5265645514223195,1
Atalanta,Roma,H,4.0,1.0,3.0,4.0,0.9211895910780667,1.1608156516946815,0.49749242215486356,0.6579925650557621,1
Betis,Sociedad,D,1.0,3.0,2.0,4.0,0.9208916083916083,0.9950413223140495,0.16584022038567495,1.1840034965034965,0
Betis,Sociedad,D,1.0,3.0,2.0,4.0,0.7895979020979021,0.9953719008264462,0.0,1.0527972027972028,0
Girona,Real Madrid,H,5.0,3.0,3.0,8.0,1.0531468531468533,0.49785123966942146,0.9957024793388429,0.5265734265734267,1
Cadiz,Osasuna,A,4.0,4.0,11.0,2.0,0.2631441048034935,1.6591409691629957,0.33182819383259915,0.6578602620087336,-1
Wolves,Crystal Palace,H,3.0,4.0,6.0,11.0,1.0529257641921397,0.6636939168731077,2.4888521882741537,0.7896943231441048,1
Girona,Real Madrid,H,5.0,3.0,3.0,8.0,1.5792230467044956,0.6639141205615194,1.3278282411230389,1.0528153644696638,1
Cadiz,Osasuna,A,4.0,4.0,11.0,2.0,0.0,1.4934800550206326,0.49782668500687755,0.5261229829917139,-1
Wolves,Crystal Palace,H,3.0,4.0,6.0,11.0,1.0525948539031835,0.0,2.3233223322332233,0.5262974269515918,1
Aston Villa,Fulham,H,3.0,0.0,8.0,2.0,1.7102877070619005,0.0,1.66006600660066,1.1840453356582388,1
Leeds,Leicester,D,3.0,3.0,3.0,6.0,0.7894530398779691,3.819416941694169,0.8303080308030802,1.4473305731096102,0
Aston Villa,Fulham,H,3.0,0.0,8.0,2.0,1.4474945533769064,0.0,1.3285675006873798,0.9211328976034857,1
Leeds,Leicester,D,3.0,3.0,3.0,6.0,0.6580265737312133,3.82089634313995,0.8306296398130327,1.4476584622086692,0
Man City,Arsenal,H,9.0,2.0,1.0,3.0,2.1059233449477355,0.6645409565695437,1.827487630566245,1.0529616724738677,1
Ath Madrid,Mallorca,H,9.0,2.0,5.0,8.0,1.1839425587467363,0.33228909040945315,1.3291563616378126,0.9208442123585726,1
Nott'm Forest,Brighton,H,5.0,7.0,2.0,7.0,0.39452054794520547,1.3292307692307692,1.3292307692307692,0.7890410958904109,1
Vallecano,Barcelona,H,6.0,5.0,3.0,9.0,1.051716644936984,1.3293051359516617,1.4954682779456194,0.0,1
Vallecano,Barcelona,H,6.0,5.0,3.0,9.0,1.0516072980017377,1.1632070291048873,1.4955518945634267,0.2629018245004344,1
Celta,Elche,H,9.0,1.0,10.0,6.0,0.9200607902735561,0.9970903101839144,0.3323634367279715,1.3143725575336516,1
Getafe,Almeria,A,9.0,11.0,4.0,6.0,0.9201649663555459,0.3324732363436728,1.1636563272028548,1.3145213805079228,-1
Ath Madrid,Mallorca,H,9.0,2.0,5.0,8.0,1.1832031250000001,0.4986008230452675,1.4958024691358025,1.1832031250000001,1
Celta,Elche,H,9.0,1.0,10.0,6.0,0.657124268054652,0.997257268239166,0.33241908941305537,1.1828236824983736,1
West Ham,Liverpool,A,2.0,4.0,3.0,6.0,0.9200780572419774,2.327701590784421,2.161437191442677,0.7886383347788378,-1
Chelsea,Brentford,A,4.0,1.0,5.0,2.0,0.26290916973769785,0.9973684210526315,0.49868421052631573,1.1830912638196402,-1
Getafe,Almeria,A,9.0,11.0,4.0,6.0,0.6574897030132235,0.33238356164383565,1.3295342465753426,1.1834814654238024,-1
Nott'm Forest,Brighton,H,5.0,7.0,2.0,7.0,0.6575639358474209,1.1630887185104053,1.1630887185104053,1.1836150845253577,1
Chelsea,Brentford,A,4.0,1.0,5.0,2.0,0.2629413038769764,0.9969887763482069,0.332329592116069,0.7888239116309291,-1
West Ham,Liverpool,A,2.0,4.0,3.0,6.0,0.9205977907732293,2.658057455540356,2.325800273597811,0.394541910331384,-1
Man City,Arsenal,H,9.0,2.0,1.0,3.0,2.367518406236466,0.8304621274268525,1.4948318293683347,1.5783456041576438,1
Ath Bilbao,Sevilla,A,2.0,1.0,8.0,2.0,0.525832972739074,0.16610169491525426,1.328813559322034,0.262916486369537,-1
Ath Bilbao,Sevilla,A,2.0,1.0,8.0,2.0,0.5260060579835569,0.1661109592784914,1.4949986335064225,0.0,-1
Villarreal,Espanol,H,13.0,4.0,9.0,2.0,0.9208135006490695,0.8306010928961749,0.8306010928961749,1.7100822154911293,1
Valencia,Valladolid,H,5.0,2.0,6.0,2.0,0.3944228274967574,0.9965046422719824,0.830420535226652,1.9721141374837872,1
Villarreal,Espanol,H,13.0,4.0,9.0,2.0,1.3146067415730338,0.9965601965601965,0.9965601965601965,1.8404494382022472,1
Everton,Newcastle,A,5.0,8.0,3.0,14.0,0.6569516407599308,1.3284583901773535,1.4945156889495224,1.1825129533678755,-1
Southampton,Bournemouth,A,2.0,2.0,6.0,4.0,0.6570256853011007,2.488961569910057,1.3274461706186973,0.9198359594215411,-1
Tottenham,Man United,D,7.0,8.0,6.0,8.0,1.445931361968487,1.4934604904632152,0.6637602179836513,1.445931361968487,0
Everton,Newcastle,A,5.0,8.0,3.0,14.0,0.6571736785329018,1.9908496732026142,1.3272331154684096,1.1829126213592234,-1
Southampton,Bournemouth,A,2.0,2.0,6.0,4.0,0.26289905090595345,2.155114254624592,1.4920021762785636,0.5257981018119069,-1
Tottenham,Man United,D,7.0,8.0,6.0,8.0,1.3149266609145815,1.6578732662496602,0.9947239597497961,0.7889559965487488,0
Valencia,Valladolid,H,5.0,2.0,6.0,2.0,0.5259163432514015,1.1602609404729545,0.828757814623539,2.103665373005606,1
Bochum,Dortmund,D,4.0,6.0,4.0,11.0,0.9202586206896551,2.652173913043478,1.9891304347826084,2.103448275862069,0
Osasuna,Sociedad,A,1.0,8.0,4.0,2.0,1.314802844214609,1.4919315403422984,0.0,0.7888817065287653,-1
Spezia,Monza,A,4.0,4.0,3.0,3.0,0.5260935143288085,1.49161010046158,1.1601411892478957,0.6576168929110106,-1
Lecce,Udinese,H,3.0,3.0,7.0,4.0,0.5262658909717733,1.3255902306648575,0.16569877883310719,1.57879767291532,1
Strasbourg,Lyon,A,3.0,4.0,5.0,4.0,1.3158121499353725,0.497259158751696,1.4917774762550882,0.6579060749676863,-1
Lecce,Udinese,H,3.0,3.0,7.0,4.0,0.6579797544690933,0.9943043124491455,0.0,1.7107473616196425,1
Spezia,Monza,A,4.0,4.0,3.0,3.0,0.2632213608957795,1.657716300515324,1.3261730404122594,0.526442721791559,-1
Osasuna,Sociedad,A,1.0,8.0,4.0,2.0,1.3165374677002584,1.3258877744646247,0.3314719436161562,0.5266149870801035,-1
Bochum,Dortmund,D,4.0,6.0,4.0,11.0,0.9218776916451334,2.816905987537253,1.8227038742888109,1.975452196382429,0
Strasbourg,Lyon,A,3.0,4.0,5.0,4.0,1.448826695371367,0.6628385698808235,1.325677139761647,0.3951345532831001,-1
Torino,Atalanta,A,4.0,5.0,3.0,3.0,0.26345243219974174,1.3253925284244723,1.3253925284244723,0.7903572965992252,-1
Crystal Palace,West Ham,H,6.0,4.0,8.0,5.0,0.5269636324510437,0.4969155844155844,1.6563852813852815,0.5269636324510437,1
Lille,Ajaccio,H,5.0,0.0,9.0,0.0,1.7117179101268545,1.1589078129224115,0.6622330359556637,1.4483766931842617,1
Brighton,Wolves,H,8.0,2.0,2.0,5.0,1.5795444778685002,0.9936739659367396,0.8280616382806164,1.0530296519123337,1
Brentford,Nott'm Forest,H,8.0,3.0,6.0,0.0,0.6575107296137339,1.1596647742633144,0.8283319816166532,1.5780257510729612,1
Crystal Palace,West Ham,H,6.0,4.0,8.0,5.0,1.051909051909052,0.8283783783783784,2.153783783783784,0.525954525954526,1
Schalke 04,Werder Bremen,H,10.0,1.0,11.0,3.0,1.5770252893270467,1.9871455576559545,2.318336483931947,1.3141877411058722,1
Stuttgart,M'gladbach,H,5.0,4.0,5.0,8.0,0.9198371893744645,1.6560475161987043,0.33120950323974085,0.6570265638389032,1
Roma,Milan,D,1.0,1.0,1.0,5.0,1.9708779443254818,0.6624561403508773,1.8217543859649126,0.6569593147751606,0
RB Leipzig,Hoffenheim,H,2.0,2.0,7.0,1.0,1.1826589595375723,1.6562331354560174,1.159363194819212,0.7884393063583814,1
FC Koln,Freiburg,A,8.0,6.0,9.0,6.0,0.2628424657534247,0.6627091203453859,0.9940636805180788,0.5256849315068494,-1
Ein Frankfurt,Augsburg,D,1.0,3.0,5.0,7.0,0.657320205479452,0.8284326949015377,1.822551928783383,1.971960616438356,0
Brentford,Nott'm Forest,H,8.0,3.0,6.0,0.0,0.7888722448106141,1.1598705501618123,0.8284789644012945,1.5777444896212283,1
Elche,Vallecano,H,9.0,3.0,3.0,8.0,0.13146524064171122,2.1541655432731193,0.6628201671609598,1.1831871657754012,1
Real Madrid,Almeria,H,12.0,3.0,7.0,0.0,1.839538362898055,0.9945537880830412,1.326071717444055,1.0511647787988887,1
Barcelona,Betis,H,8.0,1.0,10.0,0.0,0.5253042921204356,0.16572352465642684,0.8286176232821342,1.1819346572709801,1
Roma,Milan,D,1.0,1.0,1.0,5.0,1.7063366759120973,0.16577741848558342,1.8235516033414176,0.3937700021335609,0
Torino,Atalanta,A,4.0,5.0,3.0,3.0,0.3938139931740614,0.9947198275862069,1.6578663793103448,0.6563566552901023,-1
Union Berlin,Leverkusen,D,1.0,2.0,6.0,4.0,1.3128598848368522,0.33150242326332796,1.4917609046849756,0.26257197696737045,0
Brighton,Wolves,H,8.0,2.0,2.0,5.0,1.838600981019407,0.9948303715670436,0.6632202477113625,1.5759436980166346,1
Lille,Ajaccio,H,5.0,0.0,9.0,0.0,1.7056443024494143,0.6634356488960689,0.6634356488960689,1.7056443024494143,1
Ein Frankfurt,Augsburg,D,1.0,3.0,5.0,7.0,0.6558109833971902,0.8295638126009693,1.493214862681745,1.4427841634738188,0
Barcelona,Betis,H,8.0,1.0,10.0,0.0,0.7870610768248564,0.0,0.6636877523553163,1.5741221536497128,1
Real Madrid,Almeria,H,12.0,3.0,7.0,0.0,1.573293642355943,1.3278061911170929,1.3278061911170929,1.3110780352966191,1
Elche,Vallecano,H,9.0,3.0,3.0,8.0,0.524155513065647,1.9912832929782083,0.6637610976594028,1.3103887826641174,1
FC Koln,Freiburg,A,8.0,6.0,9.0,6.0,0.2619401400976438,0.4979822437449556,1.1619585687382297,0.5238802801952877,-1
Union Berlin,Leverkusen,D,1.0,2.0,6.0,4.0,1.0481001910422416,0.33200645508337817,0.9960193652501345,0.0,0
Stuttgart,M'gladbach,H,5.0,4.0,5.0,8.0,1.048439821693908,1.4945131791285637,0.4981710597095212,0.524219910846954,1
RB Leipzig,Hoffenheim,H,2.0,2.0,7.0,1.0,0.9172925949501378,1.6606614681365959,0.9963968808819574,0.6552089963929556,1
Schalke 04,Werder Bremen,H,10.0,1.0,11.0,3.0,1.5726771319473907,1.827319171820382,2.1595590212422695,1.3105642766228256,1
Espanol,Getafe,H,8.0,2.0,6.0,3.0,0.3931297709923664,1.1629032258064516,0.33225806451612905,1.3104325699745547,1
Paris SG,Lorient,A,4.0,7.0,2.0,3.0,0.7863472546109815,0.9970967741935483,0.8309139784946236,1.7037523849904601,-1
Bologna,Juventus,D,6.0,5.0,4.0,5.0,1.0485799067401442,0.3322052108514639,0.4983078162771958,0.7864349300551081,0
Fiorentina,Sampdoria,H,10.0,1.0,11.0,0.0,0.6554354736172918,0.6644468313641246,0.6644468313641246,1.5730451366815004,1
Sassuolo,Empoli,H,4.0,1.0,7.0,5.0,0.6549534292972058,0.3323308270676692,0.1661654135338346,0.5239627434377647,1
Napoli,Salernitana,D,8.0,2.0,10.0,0.0,0.2619551417689378,1.3293959731543625,0.8308724832214764,0.6548878544223445,0
Cremonese,Verona,D,5.0,6.0,3.0,5.0,0.5239686905013752,1.3294685990338166,0.16618357487922708,0.6549608631267189,0
Wolfsburg,Mainz,H,4.0,2.0,3.0,5.0,0.6550338409475466,0.8309632412127717,1.495733834182989,0.3930203045685279,1
Cadiz,Valencia,H,4.0,4.0,5.0,6.0,0.0,1.3299704856452912,0.9974778642339683,0.9167617839780172,1
Villarreal,Celta,H,3.0,5.0,4.0,9.0,1.571434608070991,1.3300429184549358,1.1637875536480686,1.1785759560532432,1
Cremonese,Verona,D,5.0,6.0,3.0,5.0,0.6545608108108107,1.1638508983641727,0.1662644140520247,0.39273648648648646,0
Cadiz,Valencia,H,4.0,4.0,5.0,6.0,0.26185349377242984,1.1639142091152814,1.1639142091152814,0.7855604813172894,1
Villarreal,Celta,H,3.0,5.0,4.0,9.0,1.7018780333403671,1.4965424819083355,0.8314124899490752,1.4400506435956955,1
Espanol,Getafe,H,8.0,2.0,6.0,3.0,0.39261914803880216,0.6651661307609861,0.33258306538049304,1.4396035428089415,1
Valladolid,Ath Madrid,A,6.0,6.0,9.0,1.0,1.177988614800759,1.4971061093247588,0.8317256162915327,0.523550495467004,-1
Inter,Lazio,H,9.0,5.0,2.0,3.0,0.0,0.830880385335831,1.661760770671662,0.0,1
Marseille,Auxerre,H,4.0,3.0,12.0,1.0,1.3083403538331928,0.9971107544141252,1.1632958801498128,0.6541701769165964,1
Bournemouth,Leeds,H,7.0,6.0,2.0,6.0,0.2616421052631579,2.1605242043327095,1.3295533565124367,1.831494736842105,1
Fulham,Man City,A,1.0,9.0,2.0,5.0,0.523012200252419,1.1634224598930483,2.3268449197860965,0.39225915018931423,-1
Man United,Aston Villa,H,6.0,1.0,1.0,4.0,0.7846056782334384,0.0,1.329342597541422,0.5230704521556256,1
Newcastle,Southampton,H,5.0,3.0,11.0,2.0,2.3540790580319597,0.498663816141101,0.997327632282202,1.0462573591253155,1
Liverpool,Tottenham,H,4.0,7.0,5.0,2.0,2.222609791973104,1.3298423724285333,1.1636120758749664,2.222609791973104,1
Bologna,Juventus,D,6.0,5.0,4.0,5.0,1.1760655049338653,0.49845168179391347,0.49845168179391347,0.9147176149485619,0
Fiorentina,Sampdoria,H,10.0,1.0,11.0,0.0,1.1761964735516373,0.6646383773685616,0.3323191886842808,1.6989504617968094,1
Sassuolo,Empoli,H,4.0,1.0,7.0,5.0,0.7835604948626547,0.49863891112890313,0.16621297037630106,0.5223736632417698,1
Napoli,Salernitana,D,8.0,2.0,10.0,0.0,0.1305805910710543,1.495997865528282,0.8311099252934899,0.6529029553552714,0
Inter,Lazio,H,9.0,5.0,2.0,3.0,0.39178541492036884,0.8311549746599093,1.8285409442518006,0.39178541492036884,1
Valladolid,Ath Madrid,A,6.0,6.0,9.0,1.0,1.3055497382198953,1.82864,1.49616,0.7833298429319372,-1
Bayern Munich,Hertha,H,9.0,1.0,18.0,1.0,1.9581327192798827,1.494647137150466,1.1625033288948068,1.9581327192798827,1
Wolfsburg,Mainz,H,4.0,2.0,3.0,5.0,0.9137057961916718,0.6645006657789614,1.3290013315579228,0.6526469972797656,1
Bayern Munich,Hertha,H,9.0,1.0,18.0,1.0,1.565872020075282,0.9970705725699068,0.9970705725699068,1.8268506900878292,1
Marseille,Auxerre,H,4.0,3.0,12.0,1.0,1.3047658862876255,0.8311584553928095,1.1636218375499332,0.7828595317725753,1
Paris SG,Lorient,A,4.0,7.0,2.0,3.0,0.9132469703301295,1.1636847710330138,1.1636847710330138,1.6960300877559549,-1
Liverpool,Tottenham,H,4.0,7.0,5.0,2.0,1.8266973052015876,1.8277733439744612,1.1631284916201117,2.34861082097347,1
Newcastle,Southampton,H,5.0,3.0,11.0,2.0,2.477812565226466,0.4982456140350877,1.1625730994152046,1.4345230640784807,1
Man United,Aston Villa,H,6.0,1.0,1.0,4.0,0.9125990821860658,0.0,0.9965453095934096,0.6518564872757613,1
Troyes,Nice,A,6.0,13.0,3.0,14.0,0.7823149113660062,1.6614403401541324,0.664576136061653,0.7823149113660062,-1
Rennes,Angers,H,4.0,2.0,7.0,5.0,0.782565172054223,0.4984590860786397,0.3323060573857598,1.9564129301355577,1
Rennes,Angers,H,4.0,2.0,7.0,5.0,1.3036049176911857,0.6644715878916623,0.6644715878916623,1.82504688476766,1
Troyes,Nice,A,6.0,13.0,3.0,14.0,0.5211742660836977,1.4947452229299363,0.4982484076433121,0.5211742660836977,-1
Monaco,Montpellier,A,4.0,9.0,3.0,11.0,1.824692900270664,1.4948262138498276,0.8304590076943487,0.7820112429731417,-1
Bournemouth,Leeds,H,7.0,6.0,2.0,6.0,0.5215073912138247,2.1575934269811823,0.8298436257619931,2.086029564855299,1
Fulham,Man City,A,1.0,9.0,2.0,5.0,0.6515498231745371,0.9958664546899841,1.9917329093799683,0.3909298939047222,-1
Clermont,Reims,H,2.0,2.0,5.0,6.0,1.0425956738768718,1.327542372881356,1.1615995762711864,0.7819467554076538,1
Monaco,Montpellier,A,4.0,9.0,3.0,11.0,1.8247452692867538,1.991949152542373,1.3279661016949154,0.7820336868371802,-1
Clermont,Reims,H,2.0,2.0,5.0,6.0,1.1734248284466626,0.6634920634920635,0.9952380952380951,0.9126637554585153,1
Leicester,Everton,D,6.0,8.0,2.0,9.0,0.6519750519750519,0.9955555555555555,0.3318518518518519,0.7823700623700623,0
Leicester,Everton,D,6.0,8.0,2.0,9.0,0.7822942643391522,0.995346377578001,0.3317821258593337,0.7822942643391522,0
Mallorca,Ath Bilbao,D,2.0,6.0,5.0,7.0,0.9125882841711674,0.49756871035940803,1.824418604651163,0.6518487744079767,0
Sevilla,Girona,A,5.0,3.0,6.0,1.0,1.3038421599169263,1.1610568031704094,0.3317305151915456,0.5215368639667706,-1
Mallorca,Ath Bilbao,D,2.0,6.0,5.0,7.0,0.9129802699896157,0.4974914180089781,1.4924742540269345,0.6521287642782969,0
Sevilla,Girona,A,5.0,3.0,6.0,1.0,1.0435215946843854,1.3267159450897572,0.3316789862724393,0.26088039867109636,-1
Almeria,Elche,H,4.0,1.0,7.0,13.0,0.9133720930232557,1.1606332453825856,0.1658047493403694,1.0438538205980068,1
Barcelona,Osasuna,H,4.0,2.0,11.0,0.0,1.3046907430469075,0.0,0.6632550778158798,0.521876297218763,1
Sociedad,Real Madrid,H,4.0,5.0,2.0,6.0,1.3048350280141108,0.3317330519651807,1.4927987338433133,1.3048350280141108,1
Barcelona,Osasuna,H,4.0,2.0,11.0,0.0,1.4351794233561503,0.0,0.6636771300448432,0.6523542833437047,1
Almeria,Elche,H,4.0,1.0,7.0,13.0,1.0438822065532973,1.161804273278818,0.16597203903983118,1.0438822065532973,1
Sociedad,Real Madrid,H,4.0,5.0,2.0,6.0,1.304726368159204,0.33196202531645574,1.327848101265823,1.304726368159204,1
Toulouse,Lens,A,2.0,3.0,5.0,0.0,0.2609200165768753,1.4943037974683544,1.328270042194093,0.7827600497306259,-1
Toulouse,Lens,A,2.0,3.0,5.0,0.0,0.26100290095317036,1.4943843923016082,0.8302135512786712,0.783008702859511,-1
Arsenal,Chelsea,H,10.0,4.0,7.0,2.0,2.3497720679651883,1.4944649446494465,0.9963099630996309,0.7832573559883961,1
Arsenal,Chelsea,H,10.0,4.0,7.0,2.0,2.2185545661627666,1.4945454545454546,1.1624242424242424,0.9135224684199628,1
Juventus,Lecce,H,4.0,5.0,6.0,7.0,0.7827814569536424,0.6642781875658589,0.0,0.9132450331125828,1
Valencia,Villarreal,D,1.0,4.0,6.0,6.0,0.6522548613984278,1.1625493810903345,1.8268633131419545,1.0436077782374844,0
Milan,Cremonese,D,5.0,2.0,10.0,0.0,0.6523267838676318,0.16608741442864666,1.1626119010005265,1.43511892450879,0
Monza,Roma,D,4.0,8.0,4.0,3.0,0.9133581472291149,1.4948670702816529,0.6643853645696236,0.9133581472291149,0
Lazio,Sassuolo,H,5.0,2.0,1.0,2.0,0.6524705395906554,0.664421052631579,0.9966315789473684,1.696423402935704,1
Sampdoria,Torino,A,0.0,4.0,2.0,3.0,1.1743335399876007,1.4954210526315788,0.9969473684210525,0.2609630088861335,-1
Salernitana,Fiorentina,D,3.0,3.0,2.0,3.0,1.3052283529654887,0.6644923724355603,1.3289847448711205,0.7831370117792932,0
Verona,Inter,A,2.0,10.0,2.0,7.0,1.1743494423791823,0.8302233902759527,1.494402102496715,0.5219330855018588,-1
Brest,Nantes,H,4.0,5.0,2.0,4.0,1.174721189591078,0.6633429546050905,0.9950144319076357,1.305245766212309,1
Valencia,Villarreal,D,1.0,4.0,6.0,6.0,0.652559867877787,1.1612175282078194,1.492993964838625,1.1746077621800166,0
Atalanta,Spezia,H,6.0,4.0,12.0,3.0,1.0442105263157895,1.1612801678908709,0.663588667366212,0.6526315789473685,1
Man City,West Ham,H,7.0,2.0,6.0,3.0,2.3487623762376235,0.8293130571578395,2.487939171473519,1.0438943894389439,1
Ath Madrid,Cadiz,H,8.0,1.0,5.0,2.0,1.434920634920635,0.6636601992658627,0.8295752490823284,0.13044733044733045,1
Liverpool,Fulham,H,3.0,3.0,7.0,5.0,2.0856672158154863,1.9910878112712973,1.1614678899082567,0.7821252059308073,1
Getafe,Celta,H,4.0,1.0,1.0,5.0,0.5214741610047355,0.663905635648755,0.663905635648755,1.5644224830142064,1
Sampdoria,Torino,A,0.0,4.0,2.0,3.0,0.7822972416632359,1.6602883355176934,0.9961730013106159,0.26076574722107865,-1
Brest,Nantes,H,4.0,5.0,2.0,4.0,1.3042404281597364,0.3319884726224784,0.6639769452449568,1.0433923425277891,1
Man City,West Ham,H,7.0,2.0,6.0,3.0,2.2169958847736626,0.664186533927168,2.324652868745088,1.4345267489711937,1
Getafe,Celta,H,4.0,1.0,1.0,5.0,0.39111659469463295,0.6643961226093791,0.33219806130468954,1.4340941805469876,1
Verona,Inter,A,2.0,10.0,2.0,7.0,1.0430921052631579,1.6615142782289756,2.3261199895205658,0.26077302631578947,-1
