HomeTeam,AwayTeam,FTR,HST,AST,HC,AC,HAS,HDS,AAS,ADS,Result
Lyon,Ajaccio,H,6.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1
Crystal Palace,Arsenal,A,2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,-1
Crystal Palace,Arsenal,A,2.0,2.0,3.0,5.0,0.0,1.3333333333333333,1.3333333333333333,0.0,-1
Ein Frankfurt,Bayern Munich,A,2.0,10.0,5.0,6.0,1.0,1.0,1.0,1.0,-1
Ein Frankfurt,Bayern Munich,A,2.0,10.0,5.0,6.0,1.3333333333333333,2.1818181818181817,2.1818181818181817,1.3333333333333333,-1
Lyon,Ajaccio,H,6.0,4.0,4.0,3.0,2.5,0.29411764705882354,0.29411764705882354,2.5,1
Leeds,Wolves,H,4.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1
Bournemouth,Aston Villa,H,3.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1
Fulham,Liverpool,D,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0
Clermont,Paris SG,A,1.0,12.0,0.0,6.0,1.0,1.0,1.0,1.0,-1
Augsburg,Freiburg,A,2.0,7.0,5.0,8.0,1.0,1.0,1.0,1.0,-1
Bochum,Mainz,A,3.0,6.0,3.0,5.0,1.0,1.0,1.0,1.0,-1
M'gladbach,Hoffenheim,H,8.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1
Union Berlin,Hertha,H,8.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1
Wolfsburg,Werder Bremen,D,3.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,0
Dortmund,Leverkusen,H,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1
Strasbourg,Monaco,A,7.0,11.0,3.0,7.0,1.0,1.0,1.0,1.0,-1
Newcastle,Nott'm Forest,H,10.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1
Fulham,Liverpool,D,3.0,4.0,4.0,4.0,1.44,0.9473684210526315,0.9473684210526315,1.44,0
Everton,Chelsea,A,4.0,6.0,4.0,16.0,1.0,1.0,1.0,1.0,-1
Wolfsburg,Werder Bremen,D,3.0,5.0,2.0,5.0,1.4814814814814814,0.9756097560975611,0.9756097560975611,1.4814814814814814,0
Strasbourg,Monaco,A,7.0,11.0,3.0,7.0,0.7241379310344828,0.9767441860465117,0.9767441860465117,0.7241379310344828,-1
Clermont,Paris SG,A,1.0,12.0,0.0,6.0,0.0,2.4444444444444446,2.4444444444444446,0.0,-1
Augsburg,Freiburg,A,2.0,7.0,5.0,8.0,0.0,1.84,1.84,0.0,-1
Bochum,Mainz,A,3.0,6.0,3.0,5.0,0.8,0.8888888888888888,0.8888888888888888,0.8,-1
M'gladbach,Hoffenheim,H,8.0,1.0,4.0,2.0,2.4193548387096775,0.4464285714285714,0.4464285714285714,2.4193548387096775,1
Union Berlin,Hertha,H,8.0,3.0,5.0,4.0,2.2941176470588234,0.45614035087719296,0.45614035087719296,2.2941176470588234,1
Dortmund,Leverkusen,H,4.0,3.0,3.0,3.0,0.7297297297297297,0.0,0.0,0.7297297297297297,1
Bournemouth,Aston Villa,H,3.0,2.0,5.0,5.0,1.4736842105263157,0.0,0.0,1.4736842105263157,1
Tottenham,Southampton,H,8.0,2.0,10.0,2.0,1.0,1.0,1.0,1.0,1
Everton,Chelsea,A,4.0,6.0,4.0,16.0,0.0,0.5084745762711864,0.5084745762711864,0.0,-1
Newcastle,Nott'm Forest,H,10.0,0.0,11.0,1.0,1.409090909090909,0.0,0.0,1.409090909090909,1
Tottenham,Southampton,H,8.0,2.0,10.0,2.0,2.782608695652174,0.5333333333333333,0.5333333333333333,2.782608695652174,1
Leeds,Wolves,H,4.0,6.0,6.0,4.0,1.32,0.5409836065573771,0.5409836065573771,1.32,1
West Ham,Man City,A,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,-1
Toulouse,Nice,D,4.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,0
Angers,Nantes,D,6.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,0
Lens,Brest,H,7.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,1
Lille,Auxerre,H,7.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1
Montpellier,Troyes,H,6.0,10.0,3.0,6.0,1.0,1.0,1.0,1.0,1
Rennes,Lorient,A,6.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,-1
Leicester,Brentford,D,5.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,0
West Ham,Man City,A,1.0,2.0,1.0,4.0,0.0,1.1506849315068493,1.1506849315068493,0.0,-1
FC Koln,Schalke 04,H,10.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1
Leicester,Brentford,D,5.0,3.0,5.0,6.0,1.2941176470588236,1.1578947368421053,1.1578947368421053,1.2941176470588236,0
Stuttgart,RB Leipzig,D,2.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,0
Stuttgart,RB Leipzig,D,2.0,9.0,1.0,9.0,0.647887323943662,0.5822784810126582,0.5822784810126582,0.647887323943662,0
FC Koln,Schalke 04,H,10.0,2.0,9.0,1.0,1.9583333333333333,0.5875,0.5875,1.9583333333333333,1
Marseille,Reims,H,6.0,6.0,6.0,7.0,1.0,1.0,1.0,1.0,1
Man United,Brighton,A,5.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,-1
Man United,Brighton,A,5.0,4.0,6.0,2.0,0.625,1.1904761904761905,1.1904761904761905,0.625,-1
Rennes,Lorient,A,6.0,2.0,7.0,2.0,0.0,0.5930232558139534,0.5930232558139534,0.0,-1
Toulouse,Nice,D,4.0,4.0,6.0,3.0,0.6419753086419753,0.5977011494252873,0.5977011494252873,0.6419753086419753,0
Angers,Nantes,D,6.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0
Lens,Brest,H,7.0,4.0,6.0,3.0,1.975609756097561,1.2272727272727273,1.2272727272727273,1.975609756097561,1
Lille,Auxerre,H,7.0,2.0,7.0,2.0,2.588235294117647,0.611111111111111,0.611111111111111,2.588235294117647,1
Montpellier,Troyes,H,6.0,10.0,3.0,6.0,1.8876404494382024,1.2307692307692308,1.2307692307692308,1.8876404494382024,1
Marseille,Reims,H,6.0,6.0,6.0,7.0,2.4782608695652177,0.6129032258064516,0.6129032258064516,2.4782608695652177,1
Osasuna,Sevilla,H,5.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1
Freiburg,Dortmund,A,7.0,7.0,9.0,2.0,1.0,1.0,1.0,1.0,-1
Freiburg,Dortmund,A,7.0,7.0,9.0,2.0,0.6060606060606061,1.836734693877551,1.836734693877551,0.6060606060606061,-1
Nantes,Lille,D,1.0,5.0,5.0,11.0,1.0,1.0,1.0,1.0,0
Nantes,Lille,D,1.0,5.0,5.0,11.0,0.6138613861386139,0.6078431372549019,0.6078431372549019,0.6138613861386139,0
Osasuna,Sevilla,H,5.0,3.0,5.0,2.0,1.2352941176470589,0.6116504854368933,0.6116504854368933,1.2352941176470589,1
Milan,Udinese,H,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1
Brighton,Newcastle,D,7.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,0
Arsenal,Leicester,H,7.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1
Celta,Espanol,D,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0
Sampdoria,Atalanta,A,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,-1
Monza,Torino,A,4.0,6.0,2.0,7.0,1.0,1.0,1.0,1.0,-1
Lecce,Inter,A,4.0,9.0,6.0,8.0,1.0,1.0,1.0,1.0,-1
Sampdoria,Atalanta,A,1.0,3.0,3.0,2.0,0.0,1.2241379310344827,1.2241379310344827,0.0,-1
Aston Villa,Everton,H,4.0,4.0,5.0,8.0,1.0,1.0,1.0,1.0,1
Lecce,Inter,A,4.0,9.0,6.0,8.0,0.6186440677966102,1.2268907563025209,1.2268907563025209,0.6186440677966102,-1
Valladolid,Villarreal,A,6.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,-1
Southampton,Leeds,D,4.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,0
Wolves,Fulham,D,1.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,0
Brentford,Man United,H,7.0,4.0,8.0,2.0,1.0,1.0,1.0,1.0,1
Milan,Udinese,H,5.0,4.0,5.0,1.0,2.496,1.2380952380952381,1.2380952380952381,2.496,1
Monza,Torino,A,4.0,6.0,2.0,7.0,0.6124031007751938,1.234375,1.234375,0.6124031007751938,-1
Schalke 04,M'gladbach,D,5.0,9.0,2.0,7.0,1.0,1.0,1.0,1.0,0
Werder Bremen,Stuttgart,D,3.0,7.0,2.0,5.0,1.0,1.0,1.0,1.0,0
Hertha,Ein Frankfurt,D,5.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,0
Hoffenheim,Bochum,H,13.0,5.0,8.0,2.0,1.0,1.0,1.0,1.0,1
Man City,Bournemouth,H,7.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1
Leverkusen,Augsburg,A,10.0,4.0,7.0,3.0,1.0,1.0,1.0,1.0,-1
RB Leipzig,FC Koln,D,5.0,3.0,2.0,7.0,1.0,1.0,1.0,1.0,0
Werder Bremen,Stuttgart,D,3.0,7.0,2.0,5.0,1.2,1.2340425531914894,1.2340425531914894,1.2,0
Monaco,Rennes,D,4.0,8.0,1.0,6.0,1.0,1.0,1.0,1.0,0
RB Leipzig,FC Koln,D,5.0,3.0,2.0,7.0,1.2027027027027026,1.2361111111111112,1.2361111111111112,1.2027027027027026,0
Paris SG,Montpellier,H,10.0,4.0,11.0,0.0,1.0,1.0,1.0,1.0,1
Celta,Espanol,D,3.0,2.0,3.0,3.0,1.1741935483870969,1.2297297297297298,1.2297297297297298,1.1741935483870969,0
Leverkusen,Augsburg,A,10.0,4.0,7.0,3.0,0.5859872611464968,1.2266666666666668,1.2266666666666668,0.5859872611464968,-1
Hoffenheim,Bochum,H,13.0,5.0,8.0,2.0,1.7658227848101264,1.2236842105263157,1.2236842105263157,1.7658227848101264,1
Paris SG,Montpellier,H,10.0,4.0,11.0,0.0,2.919254658385093,1.2207792207792207,1.2207792207792207,2.919254658385093,1
Hertha,Ein Frankfurt,D,5.0,1.0,4.0,5.0,0.572289156626506,0.6089743589743589,0.6089743589743589,0.572289156626506,0
Schalke 04,M'gladbach,D,5.0,9.0,2.0,7.0,1.1497005988023952,1.2229299363057324,1.2229299363057324,1.1497005988023952,0
Monaco,Rennes,D,4.0,8.0,1.0,6.0,0.5739644970414202,0.610062893081761,0.610062893081761,0.5739644970414202,0
Arsenal,Leicester,H,7.0,2.0,6.0,2.0,2.3058823529411767,1.2249999999999999,1.2249999999999999,2.3058823529411767,1
Aston Villa,Everton,H,4.0,4.0,5.0,8.0,1.1379310344827587,0.611111111111111,0.611111111111111,1.1379310344827587,1
Valladolid,Villarreal,A,6.0,4.0,4.0,5.0,0.0,1.8404907975460123,1.8404907975460123,0.0,-1
Barcelona,Vallecano,D,6.0,2.0,8.0,0.0,1.0,1.0,1.0,1.0,0
Man City,Bournemouth,H,7.0,1.0,11.0,1.0,2.318181818181818,0.0,0.0,2.318181818181818,1
Southampton,Leeds,D,4.0,5.0,2.0,5.0,1.1444444444444446,1.2409638554216869,1.2409638554216869,1.1444444444444446,0
Wolves,Fulham,D,1.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0
Barcelona,Vallecano,D,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0
Brighton,Newcastle,D,7.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0
Brentford,Man United,H,7.0,4.0,8.0,2.0,2.3516483516483517,0.0,0.0,2.3516483516483517,1
Fiorentina,Cremonese,H,11.0,4.0,11.0,4.0,1.0,1.0,1.0,1.0,1
Lazio,Bologna,H,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1
Spezia,Empoli,H,2.0,5.0,6.0,4.0,1.0,1.0,1.0,1.0,1
Bayern Munich,Wolfsburg,H,8.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,1
Salernitana,Roma,A,2.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,-1
Salernitana,Roma,A,2.0,5.0,4.0,2.0,0.0,0.6569767441860466,0.6569767441860466,0.0,-1
Nott'm Forest,West Ham,H,6.0,5.0,6.0,7.0,1.0,1.0,1.0,1.0,1
Nott'm Forest,West Ham,H,6.0,5.0,6.0,7.0,0.5897435897435898,0.0,0.0,0.5897435897435898,1
Mainz,Union Berlin,D,5.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,0
Bayern Munich,Wolfsburg,H,8.0,1.0,8.0,4.0,1.193877551020408,0.0,0.0,1.193877551020408,1
Brest,Marseille,D,5.0,2.0,7.0,5.0,1.0,1.0,1.0,1.0,0
Nice,Strasbourg,D,3.0,5.0,7.0,3.0,1.0,1.0,1.0,1.0,0
Troyes,Toulouse,A,2.0,4.0,6.0,6.0,1.0,1.0,1.0,1.0,-1
Reims,Clermont,A,6.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,-1
Auxerre,Angers,D,4.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,0
Ajaccio,Lens,D,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0
Lazio,Bologna,H,6.0,3.0,3.0,2.0,1.2156862745098038,0.6739130434782609,0.6739130434782609,1.2156862745098038,1
Fiorentina,Cremonese,H,11.0,4.0,11.0,4.0,1.8203883495145632,1.3513513513513513,1.3513513513513513,1.8203883495145632,1
Chelsea,Tottenham,D,3.0,5.0,8.0,5.0,1.0,1.0,1.0,1.0,0
Chelsea,Tottenham,D,3.0,5.0,8.0,5.0,1.2037914691943128,1.343915343915344,1.343915343915344,1.2037914691943128,0
Spezia,Empoli,H,2.0,5.0,6.0,4.0,0.6009389671361502,0.0,0.0,0.6009389671361502,1
Mainz,Union Berlin,D,5.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0
Ajaccio,Lens,D,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0
Reims,Clermont,A,6.0,5.0,1.0,6.0,1.2242990654205608,2.743455497382199,2.743455497382199,1.2242990654205608,-1
Troyes,Toulouse,A,2.0,4.0,6.0,6.0,0.0,2.0307692307692307,2.0307692307692307,0.0,-1
Valencia,Girona,H,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1
Nice,Strasbourg,D,3.0,5.0,7.0,3.0,0.6175115207373272,0.6767676767676768,0.6767676767676768,0.6175115207373272,0
Almeria,Real Madrid,A,6.0,15.0,2.0,15.0,1.0,1.0,1.0,1.0,-1
Almeria,Real Madrid,A,6.0,15.0,2.0,15.0,0.6210045662100456,1.353233830845771,1.353233830845771,0.6210045662100456,-1
Cadiz,Sociedad,A,2.0,7.0,3.0,6.0,1.0,1.0,1.0,1.0,-1
Auxerre,Angers,D,4.0,2.0,4.0,5.0,1.2545454545454546,1.3529411764705883,1.3529411764705883,1.2545454545454546,0
Valencia,Girona,H,2.0,1.0,4.0,4.0,0.6261261261261261,0.0,0.0,0.6261261261261261,1
Cadiz,Sociedad,A,2.0,7.0,3.0,6.0,0.0,0.6796116504854368,0.6796116504854368,0.0,-1
Brest,Marseille,D,5.0,2.0,7.0,5.0,0.6322869955156951,0.6811594202898551,0.6811594202898551,0.6322869955156951,0
Juventus,Sassuolo,H,4.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,1
Verona,Napoli,A,3.0,8.0,4.0,8.0,1.0,1.0,1.0,1.0,-1
Betis,Elche,H,8.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,1
Getafe,Ath Madrid,A,0.0,5.0,3.0,6.0,1.0,1.0,1.0,1.0,-1
Ath Bilbao,Mallorca,D,6.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,0
Verona,Napoli,A,3.0,8.0,4.0,8.0,1.2672413793103448,3.4027777777777777,3.4027777777777777,1.2672413793103448,-1
Juventus,Sassuolo,H,4.0,7.0,3.0,2.0,1.8974358974358974,0.0,0.0,1.8974358974358974,1
Betis,Elche,H,8.0,2.0,8.0,4.0,1.8860759493670887,0.0,0.0,1.8860759493670887,1
Getafe,Ath Madrid,A,0.0,5.0,3.0,6.0,0.0,2.0361990950226243,2.0361990950226243,0.0,-1
Ath Bilbao,Mallorca,D,6.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0
Liverpool,Crystal Palace,D,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,0
Liverpool,Crystal Palace,D,4.0,3.0,4.0,2.0,0.6348547717842323,0.6799999999999999,0.6799999999999999,0.6348547717842323,0
Sevilla,Valladolid,D,2.0,3.0,12.0,2.0,1.0,1.0,1.0,1.0,0
Espanol,Vallecano,A,1.0,3.0,9.0,2.0,1.0,1.0,0.0,0.0,-1
Espanol,Vallecano,A,1.0,3.0,9.0,2.0,0.0,1.3624454148471616,0.45414847161572053,0.0,-1
M'gladbach,Hertha,H,6.0,5.0,5.0,5.0,1.9382716049382716,0.6796536796536797,0.6796536796536797,1.9382716049382716,1
Lyon,Troyes,H,8.0,1.0,4.0,5.0,1.2950819672131146,0.683982683982684,1.367965367965368,1.9426229508196722,1
Lyon,Troyes,H,8.0,1.0,4.0,5.0,1.7096774193548385,0.685344827586207,1.142241379310345,2.1370967741935485,1
M'gladbach,Hertha,H,6.0,5.0,5.0,5.0,1.4814814814814816,0.457796852646638,0.457796852646638,1.4814814814814816,1
Sevilla,Valladolid,D,2.0,3.0,12.0,2.0,0.6363636363636364,0.6909871244635193,0.6909871244635193,0.6363636363636364,0
Mallorca,Betis,A,7.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,-1
Celta,Real Madrid,A,2.0,7.0,2.0,2.0,1.2784313725490195,1.3813559322033897,1.3813559322033897,0.6392156862745098,-1
Celta,Real Madrid,A,2.0,7.0,2.0,2.0,1.0677083333333333,1.8222222222222222,1.8222222222222222,0.640625,-1
Torino,Lazio,D,1.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,0
Osasuna,Cadiz,H,3.0,2.0,2.0,2.0,1.2918287937743191,0.680327868852459,1.0,1.0,1
Monaco,Lens,A,5.0,6.0,3.0,5.0,0.6447876447876448,0.6844262295081968,0.0,0.0,-1
Udinese,Salernitana,D,2.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0
Inter,Spezia,H,8.0,0.0,10.0,4.0,1.0,1.0,1.0,1.0,1
Sassuolo,Lecce,H,3.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1
Tottenham,Wolves,H,4.0,3.0,8.0,6.0,2.5909090909090913,0.6895161290322581,0.6895161290322581,1.2954545454545456,1
Crystal Palace,Aston Villa,H,9.0,5.0,4.0,2.0,0.0,1.3870967741935485,0.0,1.2981132075471697,1
Everton,Nott'm Forest,D,8.0,5.0,6.0,2.0,0.0,0.6947791164658634,0.0,1.291044776119403,0
Fulham,Brentford,H,9.0,5.0,6.0,3.0,1.2936802973977695,1.3920000000000001,1.3920000000000001,1.2936802973977695,1
Mallorca,Betis,A,7.0,3.0,5.0,2.0,0.6433823529411765,1.3888888888888888,1.3888888888888888,0.6433823529411765,-1
Union Berlin,RB Leipzig,H,4.0,2.0,1.0,13.0,1.9340659340659343,0.6929133858267716,0.6929133858267716,0.6446886446886447,1
Tottenham,Wolves,H,4.0,3.0,8.0,6.0,1.930909090909091,0.4627450980392157,0.4627450980392157,1.0727272727272728,1
Stuttgart,Freiburg,A,5.0,3.0,3.0,1.0,0.644927536231884,0.6980392156862745,2.792156862745098,0.0,-1
Augsburg,Mainz,A,2.0,7.0,3.0,3.0,0.0,2.796875,1.3984375,0.6485507246376812,-1
Dortmund,Werder Bremen,A,3.0,7.0,3.0,5.0,0.6498194945848376,0.0,1.3953488372093024,1.2996389891696751,-1
Leverkusen,Hoffenheim,A,3.0,5.0,3.0,1.0,0.6487455197132617,1.3869731800766283,0.6934865900383141,1.946236559139785,-1
Stuttgart,Freiburg,A,5.0,3.0,3.0,1.0,0.43488649940262836,0.6893939393939394,2.0681818181818183,0.0,-1
Wolfsburg,Schalke 04,D,6.0,2.0,12.0,4.0,1.3118279569892475,1.381132075471698,0.690566037735849,1.967741935483871,0
Union Berlin,RB Leipzig,H,4.0,2.0,1.0,13.0,1.7586618876941458,0.6943396226415094,0.6943396226415094,0.8793309438470729,1
Osasuna,Cadiz,H,3.0,2.0,2.0,2.0,1.3167259786476868,0.46365914786967416,0.0,1.3167259786476868,1
Marseille,Nantes,H,5.0,3.0,7.0,4.0,2.628975265017668,0.6992481203007519,0.0,0.0,1
Sassuolo,Lecce,H,3.0,1.0,5.0,4.0,0.6561403508771929,0.0,0.0,0.6561403508771929,1
Inter,Spezia,H,8.0,0.0,10.0,4.0,1.972027972027972,0.0,0.0,1.972027972027972,1
Udinese,Salernitana,D,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0
Torino,Lazio,D,1.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0
Monaco,Lens,A,5.0,6.0,3.0,5.0,0.6608996539792388,1.4307116104868913,0.9538077403245943,0.22029988465974623,-1
Marseille,Nantes,H,5.0,3.0,7.0,4.0,2.206896551724138,0.7084870848708488,0.23616236162361623,0.4413793103448275,1
Wolfsburg,Schalke 04,D,6.0,2.0,12.0,4.0,0.8812785388127853,0.946078431372549,0.4730392156862745,1.321917808219178,0
Leicester,Southampton,A,1.0,3.0,2.0,5.0,1.3287671232876712,1.4264705882352942,0.7132352941176471,2.6575342465753424,-1
Bournemouth,Arsenal,A,1.0,6.0,3.0,4.0,1.3310580204778157,0.0,1.4233576642335768,0.0,-1
Leicester,Southampton,A,1.0,3.0,2.0,5.0,1.1149032992036405,1.4151624548736463,0.9434416365824307,2.006825938566553,-1
Fulham,Brentford,H,9.0,5.0,6.0,3.0,1.5634920634920635,1.4121863799283154,1.4121863799283154,1.5634920634920635,1
Everton,Nott'm Forest,D,8.0,5.0,6.0,2.0,0.2222222222222222,0.704626334519573,0.23487544483985764,1.1111111111111112,0
Crystal Palace,Aston Villa,H,9.0,5.0,4.0,2.0,0.6677852348993288,1.1761229314420805,0.23522458628841608,1.558165548098434,1
Leverkusen,Hoffenheim,A,3.0,5.0,3.0,1.0,0.44296788482835,1.6489988221436986,1.1778563015312131,1.3289036544850499,-1
Bournemouth,Arsenal,A,1.0,6.0,3.0,4.0,0.8903654485049833,0.7027972027972028,1.63986013986014,0.0,-1
Augsburg,Mainz,A,2.0,7.0,3.0,3.0,0.2236987818383167,2.329873125720877,1.397923875432526,0.6710963455149501,-1
Dortmund,Werder Bremen,A,3.0,7.0,3.0,5.0,0.8962472406181016,0.6975945017182131,1.627720504009164,1.3443708609271523,-1
Strasbourg,Reims,D,3.0,6.0,5.0,4.0,0.6710526315789473,1.3877551020408163,0.6938775510204082,2.6842105263157894,0
Ein Frankfurt,FC Koln,D,3.0,2.0,5.0,9.0,0.6721311475409836,4.169491525423729,1.3898305084745763,1.3442622950819672,0
Bochum,Bayern Munich,A,7.0,12.0,5.0,5.0,0.673202614379085,1.3918918918918919,4.175675675675675,0.673202614379085,-1
Bologna,Verona,D,5.0,3.0,9.0,8.0,1.0,1.0,1.0,1.0,0
Atalanta,Milan,D,2.0,7.0,4.0,6.0,1.0,1.0,1.0,1.0,0
Napoli,Monza,H,5.0,1.0,10.0,4.0,1.0,1.0,1.0,1.0,1
Clermont,Nice,H,2.0,4.0,3.0,6.0,0.0,3.4426229508196724,0.6885245901639344,0.673076923076923,1
Angers,Brest,A,5.0,7.0,3.0,6.0,0.0,0.0,1.3836065573770493,2.022364217252396,-1
Toulouse,Lorient,D,8.0,4.0,3.0,6.0,0.6751592356687898,0.6883116883116883,0.6883116883116883,0.0,0
West Ham,Brighton,A,3.0,2.0,5.0,4.0,0.0,1.3741935483870968,1.3741935483870968,0.6740506329113923,-1
Leeds,Chelsea,H,6.0,3.0,4.0,6.0,1.3544303797468356,0.6858974358974359,0.6858974358974359,0.0,1
Bologna,Verona,D,5.0,3.0,9.0,8.0,0.6739811912225705,0.6891025641025641,0.6891025641025641,0.6739811912225705,0
Atalanta,Milan,D,2.0,7.0,4.0,6.0,0.675,0.6900958466453674,0.6900958466453674,0.675,0
Leeds,Chelsea,H,6.0,3.0,4.0,6.0,1.5773624091381102,0.4607218683651805,0.4607218683651805,0.6760124610591901,1
West Ham,Brighton,A,3.0,2.0,5.0,4.0,0.0,1.3885350318471337,1.3885350318471337,0.44855967078189296,-1
Newcastle,Man City,D,6.0,10.0,5.0,5.0,1.3518518518518519,0.0,1.3860759493670887,0.0,0
Napoli,Monza,H,5.0,1.0,10.0,4.0,2.691131498470948,0.0,0.0,2.691131498470948,1
Sociedad,Barcelona,A,5.0,7.0,3.0,6.0,1.0,1.0,1.0,1.0,-1
Empoli,Fiorentina,D,2.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0,0
Lille,Paris SG,A,10.0,9.0,2.0,4.0,2.686746987951807,0.6904024767801857,3.4520123839009287,0.0,-1
Angers,Brest,A,5.0,7.0,3.0,6.0,0.22422422422422422,0.6787878787878787,1.5838383838383838,1.5695695695695697,-1
Lille,Paris SG,A,10.0,9.0,2.0,4.0,2.020958083832335,2.027027027027027,3.8288288288288292,0.2245508982035928,-1
Bochum,Bayern Munich,A,7.0,12.0,5.0,5.0,0.4497512437810945,2.4372549019607845,4.209803921568628,0.4497512437810945,-1
Ein Frankfurt,FC Koln,D,3.0,2.0,5.0,9.0,0.6776119402985075,2.834774255523535,1.0902977905859752,1.1293532338308458,0
Rennes,Ajaccio,H,7.0,3.0,4.0,8.0,0.0,0.6551724137931034,0.6551724137931034,1.3571428571428572,1
Clermont,Nice,H,2.0,4.0,3.0,6.0,0.22583826429980272,2.1872015281757404,0.4374403056351481,0.6775147928994082,1
Strasbourg,Reims,D,3.0,6.0,5.0,4.0,0.6784660766961652,1.098376313276027,0.6590257879656161,2.0353982300884956,0
Ath Madrid,Villarreal,A,5.0,5.0,5.0,6.0,1.0,1.0,1.98,0.0,-1
Toulouse,Lorient,D,8.0,4.0,3.0,6.0,0.9098039215686274,0.8787878787878788,0.8787878787878788,0.4549019607843137,0
Sociedad,Barcelona,A,5.0,7.0,3.0,6.0,0.6812865497076024,2.632768361581921,2.632768361581921,0.6812865497076024,-1
Newcastle,Man City,D,6.0,10.0,5.0,5.0,1.5918367346938778,0.6536312849162011,1.5251396648044695,0.6822157434402333,0
Empoli,Fiorentina,D,2.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0
Rennes,Ajaccio,H,7.0,3.0,4.0,8.0,0.4547206165703275,0.6537396121883657,0.6537396121883657,1.3641618497109826,1
Montpellier,Auxerre,A,7.0,2.0,7.0,2.0,2.043103448275862,1.3093922651933703,0.6546961325966851,2.7241379310344827,-1
Montpellier,Auxerre,A,7.0,2.0,7.0,2.0,1.591212989493792,1.3076923076923077,0.8717948717948718,2.045845272206304,-1
Ath Bilbao,Valencia,H,2.0,0.0,6.0,3.0,0.0,0.0,1.0,1.0,1
Ath Madrid,Villarreal,A,5.0,5.0,5.0,6.0,0.0,1.3114754098360657,1.7486338797814207,0.0,-1
Ath Bilbao,Valencia,H,2.0,0.0,6.0,3.0,0.2288698955365622,0.0,0.0,0.6866096866096867,1
Man United,Liverpool,H,4.0,5.0,6.0,8.0,0.6875,1.315217391304348,1.315217391304348,1.375,1
Girona,Getafe,H,6.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1
Elche,Almeria,D,3.0,7.0,6.0,5.0,1.0,1.0,1.0,1.0,0
